【翻唱】

数量: 461

---- 曲名 | 创作者 | 作词 | 作曲 | 编曲 | 实装日期 | 关联活动 | 分类 | 曲绘 | 试听音频 | 演唱版本 ----
モニタリング | DECO*27 | DECO*27 | DECO*27 | DECO*27 & Hayato Yamamoto | 2026-05-25 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_628/jacket_s_628.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0628_01/vs_0628_01_short.mp3 | 虚拟歌手ver.
8.32 | *Luna | *Luna | *Luna | *Luna | 2026-09-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_629/jacket_s_629.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0629_01/vs_0629_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
Surges | Orangestar | Orangestar | Orangestar | Orangestar | 2026-08-23 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_632/jacket_s_632.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0632_01/vs_0632_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
庭師のおはなしによると | いのうつはSA | いのうつはSA | いのうつはSA | いのうつはSA | 2026-05-28 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_633/jacket_s_633.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0633_01/vs_0633_01_short.mp3 | 虚拟歌手ver.
エクスプロウル | 晴いちばん | 晴いちばん | 晴いちばん | 晴いちばん | 2026-06-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_636/jacket_s_636.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0636_01/vs_0636_01_short.mp3 | 虚拟歌手ver.
花弁、それにまつわる音声 | あばらや | あばらや | あばらや | あばらや | 2026-07-21 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_638/jacket_s_638.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0638_01/vs_0638_01_short.mp3 | 虚拟歌手ver.
マリオネットダンサー | ひらぎ | ひらぎ | ひらぎ | ひらぎ | 2026-07-19 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_639/jacket_s_639.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0639_01/vs_0639_01_short.mp3 | 虚拟歌手ver.
生きる | 水野あつ | 水野あつ | 水野あつ | 水野あつ | 2026-09-10 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_644/jacket_s_644.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0644_01/vs_0644_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
深海シティアンダーグラウンド | 田中B | 田中B | 田中B | 田中B | 2026-06-08 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_645/jacket_s_645.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0645_01/vs_0645_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
SAN値直葬 | STEAKA | STEAKA | STEAKA | STEAKA | 2026-06-17 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_647/jacket_s_647.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0647_01/vs_0647_01_short.mp3 | 虚拟歌手ver.
Life Will Change | 目黒将司 REMIX by ぬゆり | Benjamin Franklin | 目黒将司 | ぬゆり | 2025-08-04 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_648/jacket_s_648.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0648_01/vs_0648_01_short.mp3 | 虚拟歌手ver.
あの夏が飽和する。 | カンザキイオリ | カンザキイオリ | カンザキイオリ | カンザキイオリ | 2026-08-17 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_650/jacket_s_650.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0650_01/vs_0650_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
ホワイトハッピー | MARETU | MARETU | MARETU | MARETU | 2026-09-20 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_651/jacket_s_651.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0651_01/vs_0651_01_short.mp3 | 虚拟歌手ver.
パメラ | バルーン | バルーン | バルーン | バルーン | 2026-08-19 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_653/jacket_s_653.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0653_01/vs_0653_01_short.mp3 | 虚拟歌手ver.
ラストラス | *Luna | *Luna | *Luna | - | 2025-08-29 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_654/jacket_s_654.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0654_01/vs_0654_01_short.mp3 | 虚拟歌手ver.
リリィララ | ざんぎ | ざんぎ | ざんぎ | ざんぎ | 2026-06-12 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_655/jacket_s_655.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0655_01/vs_0655_01_short.mp3 | 虚拟歌手ver.
ブラッドドール | フユウ | フユウ | フユウ | フユウ | 2026-06-30 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_656/jacket_s_656.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0656_01/vs_0656_01_short.mp3 | 虚拟歌手ver.
ヴィーナス | ナナホシ管弦楽団 | ナナホシ管弦楽団 | 岩見 陸 | ナナホシ管弦楽団 | 2026-09-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_663/jacket_s_663.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0663_01/vs_0663_01_short.mp3 | 虚拟歌手ver.
ハウトゥー世界征服 | Neru | Neru | Neru | Neru | 2026-09-15 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_672/jacket_s_672.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0672_01/vs_0672_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
MASTER高難易度楽曲メドレー | kemu、cosMo@暴走P、sasakure.UK、ピノキオピー | - | - | - | 2026-10-06 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_674/jacket_s_674.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0674_01/vs_0674_01_short.mp3 | 虚拟歌手ver.
プロセカULTIMATE楽曲メドレー | Aira、Capchii、cosMo＠暴走P、gcmstyle（アンメルツP）、Ponchi♪ | - | - | - | 2026-09-27 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_675/jacket_s_675.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0675_01/vs_0675_01_short.mp3 | 虚拟歌手ver.
Catch the Wave | livetune | kz | kz | kz | 2026-08-31 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_699/jacket_s_699.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0699_01/vs_0699_01_short.mp3 | 虚拟歌手ver.
SHIAWASE FOR YOU! | いよわ | いよわ | いよわ | いよわ | 2026-03-04 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_719/jacket_s_719.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0719_01/vs_0719_01_short.mp3 | 虚拟歌手ver.
CHAOS | Æsir | - | Æsir | KIVΛ | 2026-06-21 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_744/jacket_s_744.png | https://storage.sekai.best/sekai-cn-assets/music/short/in_0744_01/in_0744_01_short.mp3 | Inst.ver.
ANiMA | xi | - | xi | xi | 2026-06-24 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_745/jacket_s_745.png | https://storage.sekai.best/sekai-cn-assets/music/short/in_0745_01/in_0745_01_short.mp3 | Inst.ver.
Masquerade | M2U | - | M2U | M2U | 2026-06-25 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_746/jacket_s_746.png | https://storage.sekai.best/sekai-cn-assets/music/short/in_0746_01/in_0746_01_short.mp3 | Inst.ver.
SAIRAI | Shinichi Kobayashi | - | Shinichi Kobayashi | Yoshikatsu Fukuhara | 2026-06-20 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_747/jacket_s_747.png | https://storage.sekai.best/sekai-cn-assets/music/short/in_0747_01/in_0747_01_short.mp3 | Inst.ver.
Saika | RABPIT | - | RABPIT | RABPIT | 2026-06-22 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_748/jacket_s_748.png | https://storage.sekai.best/sekai-cn-assets/music/short/in_0748_01/in_0748_01_short.mp3 | Inst.ver.
99 Glooms | Sta | - | Sta | Sta | 2026-06-23 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_749/jacket_s_749.png | https://storage.sekai.best/sekai-cn-assets/music/short/in_0749_01/in_0749_01_short.mp3 | Inst.ver.
空に免じて | 傘村トータ | 傘村トータ | 傘村トータ | 島田昌典 | 2026-08-28 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_803/jacket_s_803.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0803_01/vs_0803_01_short.mp3 | 虚拟歌手ver.
Pick Me Up | 敌门 | 敌门 | 敌门 | 敌门 | 2025-03-30 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11001/jacket_s_11001.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11001_01/vs_11001_01_short.mp3 | 虚拟歌手ver.
My Stage With You | cannibaltim | 絶体絶命おっさん | cannibaltim | cannibaltim | 2025-04-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11002/jacket_s_11002.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11002_01/vs_11002_01_short.mp3 | 虚拟歌手ver.
踏步、出发 | MACHWOLF | MACHWOLF | MACHWOLF | MACHWOLF | 2025-03-31 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11003/jacket_s_11003.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11003_01/vs_11003_01_short.mp3 | 虚拟歌手ver.
初岚 | DECO*27 | Mes | DECO*27 | DECO*27 | 2025-03-28 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11004/jacket_s_11004.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11004_01/vs_11004_01_short.mp3 | 虚拟歌手ver.
We Leave The World Together | A-39 | 沙包P | A-39 | A-39 | 2025-04-02 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11005/jacket_s_11005.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11005_01/vs_11005_01_short.mp3 | 虚拟歌手ver.
镜中少女 | A殿下/胧音Long | 胧音Long | A殿下/胧音Long | A殿下/胧音Long | 2025-03-29 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11006/jacket_s_11006.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11006_01/vs_11006_01_short.mp3 | 虚拟歌手ver.
梦色星球 | AzureHead | AzureHead | AzureHead | AzureHead | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11007/jacket_s_11007.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11007_01/vs_11007_01_short.mp3 | 虚拟歌手ver.
一样 | mikitoP | mikitoP/Mes | mikitoP/駄菓子O型 | mikitoP/駄菓子O型 | 2025-01-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11008/jacket_s_11008.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11008_01/vs_11008_01_short.mp3 | 虚拟歌手ver.
低彩度记事 | Magens | 文目 | Magens | Magens | 2025-07-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11009/jacket_s_11009.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11009_01/vs_11009_01_short.mp3 | 虚拟歌手ver.
越过海岸线 | livetune | Mes | kz(livetune) | kz(livetune) | 2026-03-28 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11010/jacket_s_11010.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11010_01/vs_11010_01_short.mp3 | 虚拟歌手ver.
ハオ | DECO*27 | DECO*27 | DECO*27 | DECO*27 & Hayato Yamamoto | 2026-02-16 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11011/jacket_s_11011.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11011_01/vs_11011_01_short.mp3 | 虚拟歌手ver.
前ノハナシ | 原口沙輔 | 原口沙辅 | 原口沙辅 | 原口沙辅 | 2026-02-18 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11012/jacket_s_11012.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11012_01/vs_11012_01_short.mp3 | 虚拟歌手ver.
ヒマン=ヒダイ焦燥曲 | 南ノ南 | 南ノ南 | 南ノ南 | 南ノ南 | 2026-03-30 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11013/jacket_s_11013.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11013_01/vs_11013_01_short.mp3 | 虚拟歌手ver.
月西江·春雷 | SolPie | SolPie | SolPie | SolPie | 2026-03-29 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11014/jacket_s_11014.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11014_01/vs_11014_01_short.mp3 | 虚拟歌手ver.
まいまいまい | Mitchie M | Mitchie M | Mitchie M | Mitchie M | 2026-04-16 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11015/jacket_s_11015.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11015_01/vs_11015_01_short.mp3 | 虚拟歌手ver.
Mag1c | Magens | 然倉桃果 | Magens | Magens | 2026-04-24 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11016/jacket_s_11016.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11016_01/vs_11016_01_short.mp3 | 虚拟歌手ver.
Hype Dive | Mitchie M | Mitchie M | Mitchie M | Mitchie M | 2026-03-26 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_11017/jacket_s_11017.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_11017_01/vs_11017_01_short.mp3 | 虚拟歌手ver.
